id,ign,teamId,region,nat,realName,age,role,roles,flex,isIgl,overall,potential,form,morale,fatigue,salary,value,contractYears,loyalty,ambition,rounds,stageBonus,agentPool,traits,aim,reaction,awareness,utility,clutch,teamwork,communication,igl,vlrRating,vlrAcs,vlrRounds
P121,Filu,T22,EMEA,pl,Dawid Czarnecki,21,决斗者,决斗者,false,false,69,79,75,70,13,106000,121000,4,57,35,8571,0,,突破手|玻璃大炮,75,78,59,58,67,57,61,49,0.93,192.0,542.0
P122,CyvOph,T22,EMEA,fr,Clément Millard,21,决斗者,决斗者,false,false,73,82,67,74,12,148000,176000,2,58,41,5477,0,,串联核心,70,72,76,77,74,81,73,66,0.92,175.0,473.0
P123,chloric,T22,EMEA,us,Caide Heaton,23,先锋,先锋,false,true,72,79,68,64,13,125000,114000,1,63,59,18923,0,,,62,64,75,80,69,74,81,77,0.92,173.0,681.0
P124,ExiT,T22,EMEA,sa,,19,决斗者,决斗者,false,false,63,71,66,78,9,64000,67000,3,50,83,13095,0,,突破手|玻璃大炮,69,75,52,55,56,54,57,46,0.87,209.0,400.0
P125,Shao,T22,EMEA,un,Андрей Кипрский,25,控场,控场,false,false,82,85,42,75,7,313000,270000,1,95,60,10862,0,,爆头机器|定海神针|生存大师,75,70,87,86,81,85,86,72,0.78,150.0,261.0
P126,dos9,T23,EMEA,kz,Дастан Жұмағали,21,控场,控场,false,false,91,99,67,75,20,663000,966000,4,61,59,4771,0,Omen|Harbor,定海神针|串联核心|稳定输出,84,84,92,95,93,95,93,80,1.05,194.0,773.0
P127,LewN,T23,EMEA,tr,,24,决斗者,决斗者,false,false,84,87,73,71,14,370000,375000,1,65,67,7138,0,Neon|Raze,突破手|核心火力|残局王|玻璃大炮,91,92,73,66,88,69,74,58,1.04,229.0,773.0
P128,N4RRATE,T23,EMEA,us,Marshall Massey,23,哨卫,哨卫|决斗者,true,false,90,97,61,58,0,610000,690000,4,66,71,6125,0.32,Chamber|Phoenix|Sage,定海神针,87,87,90,91,91,91,92,77,0.97,197.0,733.0
P129,SUYGETSU,T23,EMEA,un,Дмитрий Илюшин,23,控场,控场,false,false,85,91,65,77,14,402000,424000,3,58,59,11668,0,,定海神针,83,79,88,86,90,85,90,73,0.96,183.0,773.0
P130,Avez,T23,EMEA,eg,حازم خالد,21,先锋,先锋,false,true,85,89,67,65,6,402000,525000,3,59,54,12524,0,Fade|Sova,,85,86,81,88,89,83,90,84,0.96,189.0,773.0
P131,sheydos,T23,EMEA,ru,Богдан Нау́мов,24,先锋,先锋,false,false,75,79,55,71,9,175000,161000,2,56,64,8312,0,,生存大师,66,69,84,75,78,73,83,63,0.86,157.0,230.0
P132,something,T24,Pacific,ru,Илья Петров,23,决斗者,决斗者|控场,true,false,87,94,70,60,4,475000,518000,2,65,44,10496,-0.95,Jett|Yoru|Brimstone,突破手|核心火力,89,93,86,72,96,82,86,67,1.1,214.0,2000.0
P133,invy,T24,Pacific,ph,Adrian Jiggs Aisa Reyes,21,先锋,先锋,false,false,93,99,72,72,9,783000,1147000,4,73,55,8660,0.57,Sova|Fade|Skye,定海神针|生存大师|稳定输出,91,81,96,94,96,95,95,80,1.09,199.0,2000.0
P134,Jinggg,T24,Pacific,sg,Wang Jing Jie,22,决斗者,决斗者,false,false,89,93,72,77,19,561000,610000,3,86,50,13365,-0.66,,核心火力|定海神针,91,92,89,78,95,89,88,72,1.07,219.0,2000.0
P135,d4v41,T24,Pacific,my,Ahmad Khalish Rusyaidee bin Nordin,27,控场,控场,false,true,87,87,67,68,10,437000,309000,1,56,58,14868,-0.47,,定海神针|稳定输出,84,82,91,86,91,85,94,85,1.02,199.0,2000.0
P136,f0rsakeN,T24,Pacific,id,Jason Susanto,21,自由人,自由人|控场|哨卫|决斗者|先锋,true,false,89,95,66,82,18,561000,783000,3,72,44,15052,-1.01,,核心火力|定海神针|串联核心,89,89,86,93,91,92,91,78,1.0,211.0,2000.0
P137,iZu,T25,Pacific,kr,함우주,21,决斗者,决斗者|先锋,true,false,88,92,80,65,6,516000,699000,3,54,78,6423,1.58,Neon|Sova|Skye,,88,89,85,73,94,81,83,67,1.14,221.0,1130.0
P138,BuZz,T25,Pacific,kr,유병철,22,决斗者,决斗者|控场,true,false,85,92,74,81,3,402000,429000,4,78,50,12376,-0.84,Phoenix|Omen|Raze,突破手|核心火力|玻璃大炮,88,93,80,71,92,77,81,64,1.06,232.0,1130.0
P139,Meteor,T25,Pacific,kr,김태오,26,哨卫,哨卫|决斗者,true,false,83,87,73,94,19,340000,239000,1,58,79,9967,0.41,Chamber|Jett|Yoru,核心火力,90,90,79,79,89,74,84,65,1.02,214.0,1130.0
P140,Munchkin,T25,Pacific,kr,변상범,27,控场,控场,false,true,87,87,67,86,19,437000,309000,1,41,77,10893,-0.25,,定海神针|串联核心,77,80,86,93,87,92,94,90,0.99,179.0,1130.0
P141,stax,T25,Pacific,kr,김구택,25,先锋,先锋,false,false,79,83,75,79,6,244000,205000,2,80,64,12117,-0.21,,生存大师|苟,66,64,87,87,81,86,87,73,0.98,174.0,921.0
P142,DH,T25,Pacific,kr,강동호,19,控场,控场,false,false,83,95,55,90,11,340000,467000,4,61,78,3137,-1.03,,串联核心,75,81,83,91,83,89,87,75,0.88,173.0,209.0
P143,Xross,T26,Pacific,kr,정환,18,决斗者,决斗者|先锋,true,false,91,99,73,64,2,663000,966000,2,73,84,4209,1.14,Phoenix|Sova|Fade,定海神针|生存大师|稳定输出,87,83,95,90,95,90,94,77,1.09,201.0,1158.0
P144,Dambi,T26,Pacific,kr,이혁규,19,决斗者,决斗者|哨卫,true,false,85,97,76,74,15,402000,566000,3,55,58,5452,2.88,,突破手|核心火力|玻璃大炮,84,89,76,76,85,77,75,64,1.02,221.0,1158.0
P145,Ivy,T26,Pacific,kr,Ayarha Ximena Trompetero Cruz,20,控场,控场,false,false,82,93,66,75,12,313000,421000,2,76,69,5452,2.32,,,80,76,82,80,86,75,83,66,1.0,193.0,1158.0
P146,Rb,T26,Pacific,kr,구상민,24,控场,控场,false,false,82,83,67,79,19,313000,304000,1,59,73,11602,-1.45,,,73,80,84,89,85,86,86,73,0.99,176.0,1158.0
P147,Francis,T26,Pacific,kr,김무빈,19,决斗者,决斗者,false,true,85,99,70,82,4,402000,576000,4,69,71,5452,1.55,,,83,85,81,77,86,85,85,81,0.98,213.0,1158.0
P148,Karon,T27,Pacific,kr,김원태,23,控场,控场,false,false,91,99,70,86,7,663000,766000,2,67,64,6795,-1.57,Omen|Astra|Harbor,定海神针|生存大师|串联核心|稳定输出,90,82,95,95,95,95,94,80,1.09,206.0,860.0
P149,Raxcal,T27,Pacific,kr,김민석,17,哨卫,哨卫|决斗者,true,false,73,83,71,63,15,148000,177000,4,55,81,2462,0,Sage|Phoenix|Vyse,,71,77,73,74,74,74,76,62,1.06,201.0,312.0
P150,t3xture,T27,Pacific,kr,김나라,26,哨卫,哨卫|决斗者,true,false,88,92,69,77,18,516000,386000,1,46,82,10119,0.7,Chamber|Raze|Phoenix,突破手|核心火力|玻璃大炮,90,95,80,69,95,75,81,63,1.05,226.0,860.0
P151,Ash,T27,Pacific,kr,Ash Bang,22,决斗者,决斗者|先锋,true,false,79,89,70,80,19,244000,249000,4,45,85,5580,0.55,,,75,80,82,73,84,82,80,66,0.97,197.0,822.0
P152,ZynX,T27,Pacific,kr,김동하,18,决斗者,决斗者,false,false,58,67,69,84,2,42000,42000,3,32,46,3043,0,,,65,63,52,55,53,51,53,44,0.86,194.0,405.0
P153,Efina,T27,Pacific,kr,김낙연,24,先锋,先锋,false,true,58,60,72,79,3,39000,29000,1,45,55,5436,0,,,46,50,61,68,48,60,68,65,0.78,149.0,312.0
P154,HYUNMIN,T28,Pacific,kr,송현민,19,决斗者,决斗者,false,false,86,99,70,82,8,437000,628000,4,15,58,5171,-1.97,Phoenix|Raze|Yoru,核心火力,93,91,84,70,94,78,84,65,1.09,229.0,1054.0
P155,MaKo,T28,Pacific,kr,김명관,23,控场,控场,false,false,88,95,69,77,1,516000,570000,3,53,98,11999,-1.23,,定海神针|串联核心,84,80,90,94,91,94,92,79,1.05,196.0,1054.0
P156,BeYN,T28,Pacific,kr,강하빈,22,先锋,先锋,false,true,82,88,66,67,6,288000,293000,2,25,63,7637,-0.03,,生存大师,70,72,88,87,83,86,92,85,0.98,180.0,1054.0
P157,free1ng,T28,Pacific,kr,노하준,24,决斗者,决斗者,false,false,72,76,65,72,0,136000,121000,1,57,76,6723,-1.77,,,75,76,73,64,80,70,74,58,0.94,192.0,1054.0
P158,yong,T28,Pacific,kr,김호용,17,哨卫,哨卫,false,false,62,77,71,82,15,59000,65000,4,57,38,2616,0,,,64,66,60,64,61,59,64,51,0.9,185.0,477.0
P159,Flicker,T28,Pacific,kr,윤태희,18,决斗者,决斗者,false,false,51,58,67,77,13,24000,21000,1,38,98,2585,0,,,49,59,48,55,46,52,52,44,0.67,149.0,196.0
P160,eKo,T29,Pacific,kr,염왕룡,22,决斗者,决斗者|先锋,true,false,76,82,68,78,1,190000,180000,2,73,98,7558,0,Yoru|Kayo|Sova,,77,78,74,72,76,77,74,63,0.97,194.0,742.0
P161,Absol,T29,Pacific,jp,,19,决斗者,决斗者|哨卫,true,false,77,85,65,86,1,190000,234000,3,55,73,4447,0,,突破手|核心火力|玻璃大炮,81,87,66,67,80,62,66,54,0.96,214.0,742.0
P162,SyouTa,T29,Pacific,jp,青木 翔太,22,控场,控场,false,false,64,71,71,72,10,70000,58000,2,52,47,6563,0,,爆头机器,68,70,62,66,61,55,65,50,0.92,188.0,742.0
P163,SugarZ3ro,T29,Pacific,jp,渡邊 翔太,22,控场,控场,false,true,79,82,61,84,3,224000,214000,1,75,78,6705,0,,串联核心|苟,70,64,80,87,73,84,86,83,0.91,180.0,742.0
P164,Xdll,T29,Pacific,jp,,20,先锋,先锋,false,false,62,78,67,87,9,59000,66000,4,28,86,5996,0,,,60,62,61,69,59,56,64,52,0.88,167.0,742.0
P165,STYRON,T30,Pacific,sg,Tidus Goh Zhen Wei,24,先锋,先锋,false,true,73,76,77,77,10,148000,132000,4,65,66,8628,0,,生存大师,64,63,78,81,69,77,83,79,1.0,191.0,270.0
P166,Sylvan,T30,Pacific,kr,고영섭,24,控场,控场,false,false,83,84,69,89,10,340000,334000,3,65,54,7310,1.34,,串联核心,74,69,83,90,77,88,85,74,0.99,187.0,672.0
P167,kellyS,T30,Pacific,ph,Kelly Kent Sedillo,25,决斗者,决斗者,false,false,73,75,79,82,16,148000,113000,2,56,38,7185,0,,,73,77,74,70,70,77,73,62,0.99,208.0,672.0
P168,Zeus,T30,Pacific,ph,ยุทธนากร แก้วกองใหญ่,23,决斗者,决斗者,false,false,82,87,62,87,7,313000,316000,4,81,94,2983,0,,突破手|核心火力|玻璃大炮,85,89,76,67,83,76,80,62,0.96,219.0,398.0
P169,natz,T30,Pacific,id,,26,哨卫,哨卫,false,false,52,53,73,84,7,26000,12000,1,24,84,8530,0,,,52,57,49,61,46,51,54,45,0.84,178.0,226.0
P170,Meiy,T31,Pacific,jp,関 芽生,22,决斗者,决斗者,false,false,88,94,70,78,2,516000,565000,3,63,47,7124,0,,突破手|核心火力,92,95,84,69,95,77,84,64,1.1,240.0,951.0
P171,Akame,T31,Pacific,kr,유광희,22,先锋,先锋,false,false,83,89,74,74,10,340000,351000,2,53,46,5593,0,Sova|Fade|Skye,,84,83,81,84,86,80,85,70,1.01,202.0,951.0
P172,yatsuka,T31,Pacific,jp,,18,决斗者,决斗者,false,false,65,80,69,64,1,76000,86000,4,75,71,3973,0,,,65,64,65,65,65,67,65,56,0.93,179.0,951.0
P173,SSeeS,T31,Pacific,jp,沖村 智紀,28,控场,控场,false,true,67,67,72,77,19,83000,32000,1,42,79,3009,0,,串联核心|苟,52,51,69,79,57,73,76,74,0.92,163.0,951.0
P174,Caedye,T31,Pacific,jp,,18,哨卫,哨卫,false,false,66,77,69,75,6,83000,92000,3,57,44,4046,0,,,73,73,62,67,64,60,64,53,0.9,197.0,951.0
P175,Jemkin,T32,Pacific,ru,Максим Баторов,21,决斗者,决斗者,false,false,85,95,72,80,12,402000,555000,3,67,53,7464,-4,,突破手|核心火力,93,96,85,70,97,78,85,65,1.13,220.0,1098.0
P176,xffero,T32,Pacific,id,David Sean Michael Monangin,24,控场,控场,false,false,81,85,74,82,3,288000,285000,1,53,67,11674,-3.95,,稳定输出,82,79,89,85,90,82,88,71,1.06,200.0,1160.0
P177,Monyet,T32,Pacific,id,I Made Adhi Cahya Nugraha,20,控场,控场,false,false,77,87,67,55,7,206000,259000,4,47,66,9264,-1.69,Omen|Astra|Harbor,,79,81,74,76,78,82,76,66,0.96,204.0,1160.0
P178,crazyguy,T32,Pacific,vn,Ngô Công Anh,29,控场,控场|哨卫,true,true,69,69,71,88,6,97000,38000,1,33,72,9775,-3.29,,串联核心,61,64,71,86,66,75,77,77,0.94,180.0,1160.0
P179,Kushy,T32,Pacific,id,Bryan Carlos Setiawan,23,先锋,先锋,false,false,77,84,66,55,13,206000,200000,2,48,76,10404,-1.34,,,72,70,83,83,76,81,84,69,0.91,174.0,931.0
P180,Xan,T32,Pacific,my,Xan Ng,18,决斗者,决斗者,false,false,63,77,71,74,17,64000,71000,4,77,55,6423,0,,玻璃大炮,67,73,55,56,57,57,59,48,0.87,201.0,291.0
P181,primmie,T33,Pacific,th,ปภาพัฒน ศรีประภา,21,哨卫,哨卫|决斗者,true,false,94,99,79,64,2,851000,1249000,3,67,64,3244,2.98,Deadlock|Waylay|Jett,核心火力,96,94,88,72,98,82,87,68,1.23,255.0,1135.0
P182,Killua,T33,Pacific,th,,22,先锋,先锋,false,false,82,86,71,80,3,313000,313000,2,65,83,7956,-4,,爆头机器|定海神针|生存大师|稳定输出,84,83,90,87,87,87,90,74,1.02,193.0,1135.0
P183,JitBoyS,T33,Pacific,th,,22,决斗者,决斗者,false,false,73,77,67,84,0,148000,133000,2,42,61,6543,-4,,,78,78,75,70,80,76,76,62,0.96,202.0,1135.0
P184,Leviathan,T33,Pacific,th,,27,控场,控场,false,false,70,72,73,92,17,115000,68000,1,38,74,7787,-4,,爆头机器,69,68,74,82,72,75,76,65,0.94,178.0,779.0
P185,seph1roth,T33,Pacific,th,ชินกฤต ภูเจริญ,22,哨卫,哨卫,false,false,60,70,73,61,10,50000,41000,3,40,67,7601,0,,爆头机器,59,64,62,61,56,59,66,50,0.9,178.0,356.0
P186,Crws,T33,Pacific,th,ธนเมธส์ มหัทธนานุยุตติ,29,控场,控场,false,true,58,59,73,74,7,42000,15000,1,69,69,9868,-4,,,50,52,61,75,53,66,70,69,0.89,164.0,898.0
P187,thyy,T33,Pacific,th,,19,决斗者,决斗者,false,false,68,82,52,78,20,97000,114000,4,49,85,1710,0,,,68,69,71,65,67,71,70,58,0.78,169.0,237.0
P188,Autumn,T34,Pacific,au,윤으뜸,34,决斗者,决斗者,false,false,84,85,70,77,8,370000,176000,1,64,74,11554,-1.18,Veto|Yoru|Phoenix,,88,88,83,72,92,79,82,65,1.05,208.0,1255.0
P189,PatMen,T34,Pacific,ph,John Patrick Ramos Mendoza,24,控场,控场|先锋,true,false,82,85,79,74,11,313000,310000,2,63,52,8167,-2.71,Omen|Viper|Skye,稳定输出,85,83,84,86,85,83,86,71,1.04,222.0,1255.0
P190,UdoTan,T34,Pacific,kr,고경원,21,决斗者,决斗者,false,false,83,90,69,62,16,340000,447000,4,65,64,4956,0.89,Raze|Neon|Jett,核心火力,87,88,78,66,87,73,79,61,1.01,215.0,1255.0
P191,Kr1stal,T34,Pacific,ru,Савва Фёдоров,22,先锋,先锋,false,false,84,90,68,64,20,370000,386000,3,54,44,7368,3.18,,,76,78,84,82,86,77,84,68,0.98,180.0,1255.0
P192,xavi8k,T34,Pacific,ph,Xavier Juan,24,控场,控场|哨卫,true,true,77,78,73,83,4,190000,173000,1,60,65,9239,-3.89,Astra|Omen|Cypher,,69,74,82,87,79,84,88,84,0.98,182.0,1255.0
P193,Foxy9,T35,Pacific,kr,정재성,21,哨卫,哨卫|控场,true,false,80,83,88,62,16,265000,323000,2,57,53,6000,-2.22,Cypher|Viper|Chamber,爆头机器,85,84,84,76,87,78,83,66,1.16,235.0,329.0
P194,XuNa,T35,Pacific,kr,김태건,18,先锋,先锋,false,false,88,99,68,82,9,516000,746000,4,60,29,3413,0,Fade|Sova|Tejo,生存大师|稳定输出,90,78,94,88,93,87,92,75,1.08,201.0,753.0
P195,oonzmlp,T35,Pacific,kr,신상범,19,哨卫,哨卫|决斗者|控场,true,false,84,98,72,76,16,370000,523000,3,48,42,4573,0,Sage|Phoenix|Astra,残局王,84,82,83,84,87,86,84,71,1.03,200.0,753.0
P196,Klaus,T35,Pacific,kr,Nicolás Martin Ferrari,24,决斗者,决斗者,false,false,65,66,73,86,20,76000,60000,2,55,71,3943,0,,,65,67,64,64,65,65,64,54,0.93,179.0,616.0
P197,Zexy,T35,Pacific,kr,장석현,19,决斗者,决斗者,false,false,62,73,67,76,0,59000,63000,3,49,65,4055,0,,突破手|玻璃大炮,68,74,50,52,57,49,54,43,0.87,201.0,753.0
P198,C1ndeR,T35,Pacific,kr,고재혁,26,控场,控场,false,true,58,62,73,85,1,42000,22000,1,80,45,6415,0,,串联核心,48,49,54,75,45,62,62,66,0.75,148.0,599.0
P199,CHICHOO,T36,China,cn,万顺治,22,哨卫,哨卫|控场,true,false,89,98,74,88,1,561000,639000,3,55,86,13099,-0.22,Cypher|Viper|Omen,稳定输出,90,78,93,89,96,87,92,75,1.12,203.0,1763.0
P200,ZmjjKK,T36,China,cn,郑永康,21,决斗者,决斗者,false,false,85,93,73,64,14,402000,545000,4,36,50,14046,0.01,,突破手|核心火力|玻璃大炮,89,94,76,69,92,73,78,62,1.05,239.0,1763.0
P201,Smoggy,T36,China,cn,张钊,23,控场,控场,false,false,90,99,68,82,19,610000,703000,2,46,89,12747,-0.22,,定海神针|串联核心|稳定输出,86,80,92,94,91,93,91,78,1.04,201.0,1763.0
P202,nobody,T36,China,cn,王森旭,23,先锋,先锋,false,true,74,79,69,80,7,148000,135000,1,79,41,13684,-0.56,,,72,65,74,80,76,74,82,77,0.92,182.0,1763.0
P203,Jieni7,T36,China,cn,张君泰,20,先锋,先锋,false,false,70,80,69,78,8,115000,133000,2,59,53,2765,-1.03,,,66,63,70,81,67,74,74,64,0.92,183.0,1282.0
P204,happywei,T37,China,tw,鄧閔維,21,控场,控场|哨卫,true,false,90,97,73,59,10,610000,870000,3,63,72,6024,-1.31,Omen|Viper|Cypher,核心火力|爆头机器|定海神针,96,85,91,91,97,91,93,77,1.15,225.0,1640.0
P205,Lysoar,T37,China,cn,梁优好,20,控场,控场|哨卫,true,false,83,91,71,82,3,340000,451000,4,69,53,8031,-2.8,Omen|Harbor|Vyse,定海神针|生存大师|稳定输出,78,71,91,90,87,89,90,75,1.04,195.0,1640.0
P206,Rarga,T37,China,ru,Артур Чурюмов,24,哨卫,哨卫|决斗者,true,false,82,85,61,80,10,313000,310000,1,64,55,6508,-3.5,Chamber|Jett|Phoenix,核心火力|玻璃大炮,91,89,81,68,91,76,82,63,0.98,220.0,1640.0
P207,WsLeo,T37,China,tw,黄品维,24,先锋,先锋,false,true,80,82,73,64,16,244000,233000,2,75,56,3439,-4,,定海神针|串联核心,76,70,89,89,83,89,93,87,0.98,188.0,1640.0
P208,NoMan,T37,China,hk,文家傑,21,决斗者,决斗者,false,false,66,70,65,71,5,83000,86000,1,31,60,4774,-0.09,,,65,73,63,59,66,62,65,51,0.88,177.0,1593.0
P209,Sharks,T37,China,cn,,23,自由人,自由人,false,false,67,76,76,88,15,90000,79000,2,91,66,119,0,,,67,66,68,68,68,63,69,56,,231.0,119.0
P210,slowly,T38,China,cn,孙科伦,24,哨卫,哨卫|控场,true,false,91,96,66,78,15,663000,745000,2,59,47,3155,0,Chamber|Astra|Omen,核心火力|定海神针,95,84,91,91,98,90,94,77,1.16,222.0,1583.0
P211,Erv,T38,China,cn,沈志伟,21,控场,控场|先锋|决斗者,true,false,91,99,67,77,9,663000,966000,3,76,60,2174,0,Omen|Kayo|Waylay,定海神针|串联核心|稳定输出,88,78,92,96,92,95,93,80,1.1,197.0,1583.0
P212,splash,T38,China,id,Moses Christophe Jonathan,18,决斗者,决斗者,false,false,89,99,70,68,3,561000,813000,4,42,55,3986,0,Neon|Raze|Jett,突破手|核心火力|玻璃大炮,93,95,81,74,94,82,83,67,1.07,249.0,1583.0
P213,Scales,T38,China,cn,张震,21,控场,控场|哨卫,true,false,85,93,71,75,9,402000,545000,4,64,24,2548,0,Viper|Cypher|Sage,稳定输出,87,78,88,85,90,82,88,71,1.04,198.0,1583.0
P214,SiuFatBB,T38,China,hk,龐加曦,26,先锋,先锋,false,true,75,77,72,66,19,161000,101000,2,81,42,8597,-0.62,Fade|Sova|Skye,生存大师,64,63,81,84,76,78,85,80,0.97,162.0,997.0
P215,sword9,T38,China,cn,李卫,30,先锋,先锋,false,false,65,66,70,85,18,76000,29000,1,75,85,1045,0,,苟,55,53,70,74,61,69,73,60,0.88,156.0,1045.0
P216,xihe,T38,China,cn,,22,先锋,先锋,false,false,71,75,56,77,12,125000,110000,3,63,76,205,0,,生存大师|苟,65,57,76,81,66,74,76,65,,173.0,205.0
P217,yosemite,T39,China,cn,王磊,23,哨卫,哨卫,false,false,77,85,74,78,2,206000,202000,3,23,75,10225,-4,Vyse|Cypher|Killjoy,,87,79,79,79,88,74,77,64,1.05,205.0,1183.0
P218,Spring,T39,China,tw,劉俊霆,22,控场,控场,false,false,90,95,65,80,2,610000,677000,4,85,57,9820,4.21,Viper|Omen,核心火力,89,84,80,90,89,83,84,72,1.03,207.0,1183.0
P219,Deryeon,T39,China,sg,Derrick Yee Dong Ting,25,控场,控场,false,false,76,78,79,66,8,190000,151000,2,45,39,10293,0,,,69,78,73,82,72,78,79,66,0.98,191.0,519.0
P220,aluba,T39,China,cn,钟皓钧,25,先锋,先锋,false,true,74,77,74,82,8,148000,115000,2,76,25,3801,0,,生存大师|苟,64,63,80,80,69,78,85,79,0.93,170.0,519.0
P221,glacier,T39,China,tw,黃家暉,27,决斗者,决斗者,false,false,70,70,65,79,18,115000,67000,1,63,72,2228,0,,玻璃大炮,77,80,59,60,68,60,63,51,0.91,218.0,823.0
P222,AAAAY,T40,China,cn,张杨,23,控场,控场,false,false,81,88,75,73,10,288000,293000,2,47,59,9323,-3.91,,爆头机器|生存大师,89,76,89,83,92,79,87,69,1.1,206.0,1009.0
P223,coconut,T40,China,hk,鍾弘祖,22,先锋,先锋,false,false,76,84,72,81,18,190000,184000,4,49,59,6887,-4,Sova|Fade|Tejo,苟,71,66,85,88,82,85,85,73,1.01,181.0,1537.0
P224,KovaQ,T40,China,ch,Blendi Kovaci,22,控场,控场|哨卫,true,true,82,84,72,84,19,265000,259000,2,68,48,8076,0,,,78,79,80,87,79,81,87,81,0.97,191.0,868.0
P225,Xlele,T40,China,cn,赵炎博,21,决斗者,决斗者,false,false,73,77,68,89,8,148000,167000,1,55,37,1474,0,,,79,70,73,62,76,68,73,57,0.97,201.0,951.0
P226,Setrod,T40,China,tw,欧泰赓,21,决斗者,决斗者,false,false,73,81,70,80,7,148000,174000,3,41,55,2624,0,,,77,76,70,63,76,68,72,56,0.95,205.0,1009.0
P227,swagzor,T41,China,ru,Михаил Ванюшин,17,决斗者,决斗者,false,false,86,99,66,69,14,437000,628000,4,42,60,4325,0,Neon|Raze|Waylay,突破手|核心火力|玻璃大炮,91,93,79,69,90,77,82,64,1.0,258.0,761.0
P228,Ezeir,T41,China,cn,赵泽骏,23,控场,控场,false,true,90,93,58,76,1,610000,664000,2,44,72,3590,0,Omen|Astra|Harbor,串联核心|稳定输出,86,76,92,95,93,93,95,91,0.98,192.0,962.0
P229,cb,T41,China,cn,王晴川,22,决斗者,决斗者|哨卫|先锋,true,false,69,73,70,79,14,106000,91000,3,70,75,3912,-4,Phoenix|Killjoy|Skye,,76,68,70,71,78,73,71,61,0.96,194.0,806.0
P230,qiutiaN,T41,China,tw,慕英毕强,26,先锋,先锋,false,false,73,76,75,82,11,148000,92000,1,40,54,1334,0,,,67,65,76,80,73,75,79,65,0.96,187.0,1050.0
P231,GuanG,T41,China,cn,光洪霖,21,哨卫,哨卫,false,false,75,84,66,88,10,175000,212000,4,77,46,4634,0,,,82,70,75,70,83,67,76,58,0.92,200.0,962.0
P232,GREEN,T41,China,tw,,23,决斗者,决斗者,false,false,55,65,67,81,11,33000,25000,3,68,63,2187,0,,苟,59,51,57,58,50,55,53,47,0.82,174.0,637.0
P233,whzy,T42,China,cn,王昊哲,22,决斗者,决斗者,false,false,85,94,65,67,15,402000,437000,3,35,90,11772,-4,Raze|Neon|Yoru,突破手|核心火力|玻璃大炮,92,95,84,73,96,81,85,67,1.09,236.0,1167.0
P234,nephh,T42,China,sg,陈凯文,22,控场,控场,false,true,85,92,70,81,13,402000,429000,2,50,41,8306,-3.69,,定海神针|串联核心|稳定输出,80,77,91,94,89,94,96,91,1.05,206.0,1260.0
P235,Knight,T42,China,cn,刘宇翔,22,先锋,先锋|哨卫,true,false,82,89,71,74,16,313000,322000,2,34,64,11150,-3.67,Sova|Cypher|Fade,稳定输出,82,75,90,89,92,87,90,75,1.04,192.0,1059.0
P236,rushia,T42,China,cn,王晓杰,19,控场,控场,false,false,82,95,64,65,13,313000,429000,4,73,53,4287,-3.92,,,82,75,86,92,89,90,90,76,1.0,198.0,1260.0
P237,yilai,T42,China,cn,,25,决斗者,决斗者,false,false,61,64,69,81,14,54000,36000,1,46,74,609,0,,,65,60,59,61,60,60,59,50,0.98,224.0,507.0
P238,bud,T42,China,cn,杨韧余,19,先锋,先锋,false,false,59,72,72,83,10,46000,48000,4,70,62,668,0,,,54,50,59,71,54,59,63,53,0.89,166.0,528.0
P239,FT,T42,China,cn,,23,控场,控场,false,false,59,67,61,66,13,46000,36000,1,87,47,1158,0,,,56,53,58,69,54,57,63,51,0.82,177.0,318.0
P240,f4ngeer,T43,China,ru,Роман Смирнов,18,决斗者,决斗者|哨卫,true,false,86,93,70,69,9,437000,594000,4,87,52,5882,-3.2,Neon|Jett|Chamber,突破手|核心火力,95,97,81,70,97,75,81,63,1.12,231.0,1372.0
P241,Shr1mp,T43,China,cn,杨勇,22,先锋,先锋,false,false,82,92,73,82,14,313000,331000,2,45,62,4249,-4,Fade|Sova|Skye,生存大师,78,74,93,89,92,88,91,76,1.07,189.0,1604.0
P242,K1ra,T43,China,cn,黄志豪,21,决斗者,决斗者,false,true,80,87,64,87,16,244000,308000,1,44,52,3344,-1.85,,,83,77,81,76,86,84,85,80,1.0,211.0,1604.0
P243,iamgrq,T43,China,cn,高锐琦,21,控场,控场,false,false,78,88,74,71,15,224000,285000,3,46,65,2262,-4,,定海神针|串联核心,74,68,84,90,80,89,87,74,0.99,196.0,1604.0
P244,Bai,T43,China,cn,张泽洋,21,哨卫,哨卫,false,false,67,74,66,84,13,90000,97000,2,94,28,1204,0,,,65,63,68,69,66,67,71,57,0.9,189.0,789.0
P245,deLb,T44,China,id,Delbert Tanoto,21,哨卫,哨卫|控场,true,false,84,92,76,75,17,370000,496000,4,72,86,8702,0,Cypher|Viper|Vyse,爆头机器,89,85,84,82,90,78,85,68,1.1,211.0,1286.0
P246,Kai,T44,China,cn,卢智楠,22,决斗者,决斗者,false,false,81,89,66,74,12,288000,295000,3,53,74,6369,0.74,,核心火力,88,80,75,66,88,70,75,59,1.0,214.0,1217.0
P247,LuoK1ng,T44,China,cn,张展鹏,23,控场,控场,false,false,80,85,76,63,2,265000,261000,2,59,52,9657,0.41,,串联核心|苟,69,65,83,88,77,86,84,73,0.99,182.0,842.0
